worker_id,age,gender,industry,job_role,experience_years,safety_training,safety_equipment_used,shift,working_hours_per_week,environment_risk,injury_history,injury_occurred
2734,18,Female,Agriculture,Irrigation Technician,2,Yes,No,Day,45,Low,0,0
2735,50,Female,Healthcare,Nurse,2,No,Yes,Night,46,Low,0,0
2736,48,Male,Agriculture,Irrigation Technician,4,Yes,Yes,Day,34,Low,0,1
2737,29,Male,Construction,Electrician,5,Yes,Yes,Day,33,High,1,1
2738,30,Male,Mining,Driller,1,No,No,Day,46,Medium,0,0
2739,34,Female,Construction,Electrician,2,No,No,Night,62,Low,1,0
2740,38,Male,Mining,Blaster,2,No,No,Day,39,Medium,1,0
2741,32,Male,Manufacturing,Welder,7,Yes,No,Day,31,Medium,0,0
2742,32,Female,Construction,Foreman,5,No,Yes,Night,41,Medium,0,1
2743,31,Female,Healthcare,Lab Technician,3,No,No,Night,67,Medium,0,0
2744,20,Male,Mining,Machine Operator,0,Yes,No,Day,31,Low,0,1
2745,33,Female,Agriculture,Irrigation Technician,7,Yes,Yes,Day,33,Low,0,0
2746,49,Male,Mining,Surveyor,3,Yes,No,Day,59,Medium,0,0
2747,33,Male,Construction,Electrician,9,No,No,Day,31,Low,0,1
2748,45,Male,Construction,Foreman,0,No,No,Day,65,Medium,0,1
2749,58,Male,Construction,Electrician,6,Yes,Yes,Day,54,High,0,1
2750,20,Male,Healthcare,Paramedic,5,Yes,Yes,Day,41,Low,0,0
2751,49,Male,Agriculture,Irrigation Technician,5,No,Yes,Night,36,Low,0,0
2752,38,Female,Mining,Blaster,4,Yes,No,Day,62,Low,0,1
2753,51,Male,Construction,Electrician,0,No,Yes,Night,34,High,0,1
2754,57,Male,Construction,Electrician,6,Yes,No,Night,42,Medium,0,1
2755,29,Female,Healthcare,Nurse,4,No,Yes,Day,69,Low,0,0
2756,55,Female,Construction,Electrician,4,Yes,Yes,Night,30,Medium,1,0
2757,52,Male,Mining,Surveyor,0,No,Yes,Night,57,Medium,0,0
2758,59,Female,Agriculture,Harvester,1,Yes,Yes,Day,46,Low,0,0
2759,31,Male,Construction,Electrician,0,Yes,Yes,Day,56,Medium,0,0
2760,33,Female,Construction,Electrician,3,Yes,No,Day,62,Medium,0,1
2761,35,Female,Manufacturing,Assembler,3,No,No,Night,34,Low,0,0
2762,43,Female,Mining,Machine Operator,3,Yes,Yes,Day,69,High,0,0
2763,36,Male,Manufacturing,Welder,3,Yes,No,Night,56,High,0,1
2764,52,Male,Mining,Machine Operator,6,No,No,Day,34,Medium,0,1
2765,38,Female,Manufacturing,Technician,4,Yes,Yes,Day,44,Medium,0,0
2766,49,Female,Healthcare,Paramedic,2,No,Yes,Night,60,Medium,0,0
2767,23,Female,Mining,Driller,5,No,Yes,Night,54,Medium,0,0
2768,56,Female,Construction,Electrician,4,No,Yes,Night,63,Medium,0,0
2769,42,Female,Mining,Machine Operator,6,Yes,Yes,Night,42,Low,0,0
2770,28,Female,Healthcare,Nurse,4,No,No,Day,30,Medium,0,1
2771,31,Female,Construction,Foreman,1,Yes,Yes,Night,45,Medium,1,0
2772,46,Female,Healthcare,Paramedic,3,No,No,Night,37,Low,0,1
2773,38,Female,Construction,Electrician,1,Yes,No,Night,52,Low,0,0
2774,43,Female,Healthcare,Lab Technician,0,Yes,No,Day,69,High,0,1
2775,27,Female,Manufacturing,Assembler,5,No,No,Day,57,Medium,1,0
2776,35,Female,Agriculture,Irrigation Technician,9,Yes,No,Day,55,Low,0,0
2777,31,Female,Mining,Driller,4,Yes,No,Day,53,Medium,0,0
2778,48,Male,Manufacturing,Assembler,4,Yes,No,Night,63,Medium,0,0
2779,24,Male,Mining,Driller,3,Yes,Yes,Night,42,Medium,0,0
2780,32,Female,Construction,Electrician,3,No,Yes,Night,65,Medium,0,1
2781,21,Male,Agriculture,Farmer,4,No,No,Day,39,Low,0,0
2782,20,Female,Agriculture,Farmer,7,No,No,Day,56,Medium,0,1
2783,50,Male,Construction,Plumber,4,Yes,No,Night,60,Low,0,0
2784,35,Male,Construction,Plumber,7,No,No,Night,50,Medium,1,0
2785,58,Male,Mining,Machine Operator,2,Yes,No,Day,43,Medium,0,0
2786,43,Male,Mining,Blaster,2,Yes,No,Night,59,High,0,1
2787,22,Male,Mining,Blaster,1,No,No,Night,57,High,0,1
2788,47,Male,Manufacturing,Welder,3,No,No,Night,32,Medium,0,0
2789,22,Female,Healthcare,Lab Technician,5,No,Yes,Night,30,High,0,1
2790,59,Male,Healthcare,Nurse,5,Yes,No,Night,63,Medium,0,1
2791,46,Male,Healthcare,Paramedic,8,No,No,Day,38,Low,0,0
2792,55,Male,Agriculture,Farmer,5,No,Yes,Day,49,High,0,0
2793,25,Male,Manufacturing,Quality Inspector,2,No,No,Night,62,Medium,0,1
2794,22,Female,Healthcare,Paramedic,1,No,No,Day,44,Medium,0,0
2795,24,Male,Manufacturing,Welder,0,Yes,Yes,Night,69,Low,1,1
2796,18,Female,Mining,Driller,9,No,No,Day,61,Low,0,1
2797,19,Male,Construction,Builder,3,Yes,No,Day,38,Medium,0,0
2798,37,Female,Mining,Blaster,8,Yes,Yes,Night,59,Medium,0,0
2799,36,Male,Healthcare,Paramedic,3,No,No,Night,67,Medium,0,1
2800,34,Female,Agriculture,Farmer,3,Yes,No,Day,62,Medium,0,0
2801,34,Female,Manufacturing,Assembler,6,Yes,No,Night,40,Medium,0,0
2802,18,Male,Mining,Machine Operator,4,Yes,No,Day,38,Medium,1,0
2803,21,Female,Mining,Surveyor,3,Yes,No,Night,33,Medium,0,0
2804,20,Male,Manufacturing,Quality Inspector,2,No,Yes,Night,39,Medium,0,1
2805,45,Female,Manufacturing,Quality Inspector,2,Yes,No,Day,67,Medium,0,1
2806,27,Male,Manufacturing,Quality Inspector,4,No,No,Day,40,Low,1,0
2807,52,Male,Agriculture,Harvester,1,Yes,Yes,Day,52,Medium,1,0
2808,32,Male,Healthcare,Nurse,9,Yes,Yes,Day,66,Medium,0,0
2809,39,Male,Mining,Machine Operator,0,Yes,No,Day,37,Medium,0,1
2810,39,Male,Healthcare,Nurse,0,No,No,Day,45,Medium,0,1
2811,41,Male,Mining,Surveyor,0,Yes,No,Night,47,Medium,0,1
2812,58,Male,Agriculture,Harvester,7,No,Yes,Day,40,Medium,0,0
2813,32,Female,Mining,Surveyor,4,No,Yes,Night,60,Low,0,1
2814,26,Male,Healthcare,Paramedic,4,No,No,Night,52,High,0,0
2815,36,Male,Construction,Foreman,6,No,Yes,Day,48,High,0,0
2816,38,Female,Agriculture,Irrigation Technician,7,No,No,Night,63,High,0,0
2817,19,Male,Manufacturing,Assembler,0,Yes,Yes,Day,39,Medium,0,1
2818,29,Female,Construction,Plumber,4,Yes,Yes,Day,65,High,1,0
2819,43,Male,Manufacturing,Welder,3,Yes,No,Night,59,High,1,0
2820,21,Female,Agriculture,Irrigation Technician,7,No,No,Night,69,Medium,1,0
2821,24,Female,Construction,Foreman,3,No,Yes,Night,65,High,0,0
2822,56,Female,Healthcare,Paramedic,7,Yes,Yes,Day,55,Low,0,0
2823,52,Female,Mining,Machine Operator,5,Yes,Yes,Night,65,Medium,0,0
2824,41,Female,Agriculture,Irrigation Technician,2,Yes,No,Day,44,High,0,0
2825,39,Female,Construction,Plumber,6,No,Yes,Night,41,Medium,0,1
2826,30,Female,Agriculture,Harvester,6,Yes,No,Day,47,Low,1,0
2827,55,Male,Agriculture,Irrigation Technician,4,Yes,No,Night,46,High,0,0
2828,52,Male,Mining,Blaster,0,No,Yes,Night,43,High,0,1
2829,20,Male,Manufacturing,Assembler,8,Yes,Yes,Night,51,Medium,0,1
2830,58,Female,Mining,Surveyor,8,Yes,No,Night,60,Medium,0,0
2831,26,Male,Agriculture,Harvester,5,No,Yes,Night,68,High,0,0
2832,23,Male,Mining,Surveyor,0,Yes,No,Day,38,Medium,0,1
2833,30,Male,Mining,Blaster,3,Yes,Yes,Day,54,High,0,0
2834,42,Female,Construction,Electrician,9,No,Yes,Night,58,Medium,1,0
2835,23,Female,Agriculture,Irrigation Technician,4,Yes,Yes,Night,52,High,1,0
2836,40,Male,Mining,Blaster,2,No,No,Day,36,High,0,0
2837,49,Female,Manufacturing,Welder,4,Yes,No,Day,42,High,0,1
2838,50,Male,Construction,Foreman,4,No,No,Day,43,High,0,1
2839,58,Female,Mining,Driller,9,No,Yes,Day,44,Medium,1,1
2840,52,Male,Construction,Builder,6,No,No,Night,52,Low,0,1
2841,43,Male,Manufacturing,Quality Inspector,5,Yes,No,Night,32,High,0,0
2842,44,Female,Agriculture,Irrigation Technician,0,Yes,No,Night,51,Medium,0,1
2843,30,Female,Mining,Blaster,2,No,Yes,Night,37,High,0,0
2844,48,Male,Construction,Builder,6,Yes,No,Night,41,Low,1,0
2845,49,Female,Mining,Driller,7,No,No,Day,49,Medium,1,1
2846,30,Male,Agriculture,Harvester,7,Yes,No,Night,63,Low,0,0
2847,47,Male,Healthcare,Nurse,4,Yes,No,Night,53,Medium,0,1
2848,44,Female,Agriculture,Harvester,7,No,No,Day,50,High,0,1
2849,18,Male,Mining,Blaster,5,Yes,Yes,Night,67,High,0,0
2850,37,Male,Mining,Surveyor,5,No,No,Day,48,Medium,0,0
2851,27,Female,Construction,Builder,4,No,No,Night,65,Low,0,0
2852,39,Female,Construction,Electrician,1,Yes,Yes,Night,61,Medium,0,1
2853,18,Female,Mining,Machine Operator,6,No,No,Day,41,Medium,1,0
2854,53,Female,Agriculture,Irrigation Technician,0,No,No,Night,61,Medium,0,0
2855,49,Male,Manufacturing,Assembler,6,No,No,Day,66,High,0,0
2856,49,Female,Mining,Machine Operator,7,Yes,Yes,Night,31,High,0,0
2857,54,Male,Construction,Builder,0,No,No,Day,53,Low,0,0
2858,26,Male,Agriculture,Irrigation Technician,7,No,Yes,Night,59,Medium,0,1
2859,37,Male,Manufacturing,Welder,5,Yes,No,Night,64,Medium,0,0
2860,56,Female,Healthcare,Nurse,11,Yes,Yes,Day,33,Medium,0,0
2861,34,Female,Construction,Builder,1,Yes,No,Day,40,Low,0,1
2862,42,Male,Agriculture,Harvester,6,No,No,Day,68,High,0,1
2863,29,Male,Manufacturing,Assembler,5,Yes,Yes,Day,50,Medium,0,0
2864,58,Female,Manufacturing,Quality Inspector,2,Yes,Yes,Night,55,Medium,1,0
2865,42,Male,Mining,Blaster,10,No,No,Day,55,Medium,0,0
2866,45,Female,Agriculture,Harvester,6,Yes,Yes,Day,67,Medium,0,1
2867,19,Male,Construction,Plumber,8,Yes,Yes,Night,60,Medium,0,0
2868,21,Female,Healthcare,Nurse,2,Yes,No,Night,42,High,0,0
2869,59,Male,Construction,Foreman,1,Yes,Yes,Night,45,Low,2,1
2870,38,Male,Healthcare,Paramedic,0,Yes,No,Day,30,Low,0,0
2871,48,Female,Agriculture,Farmer,0,Yes,Yes,Day,34,Low,0,0
2872,39,Female,Manufacturing,Quality Inspector,7,Yes,No,Day,37,Low,0,0
2873,35,Female,Mining,Driller,6,No,Yes,Day,51,High,0,0
2874,41,Male,Agriculture,Farmer,4,No,Yes,Night,35,High,0,0
2875,19,Male,Healthcare,Lab Technician,4,Yes,No,Day,52,Medium,0,0
2876,54,Male,Construction,Builder,5,No,No,Night,62,Medium,0,1
2877,38,Male,Mining,Blaster,6,No,Yes,Day,69,Medium,0,0
2878,22,Male,Construction,Builder,6,No,Yes,Night,34,Low,0,0
2879,53,Male,Mining,Machine Operator,3,Yes,Yes,Day,36,Low,0,1
2880,18,Male,Healthcare,Lab Technician,0,No,Yes,Night,32,Medium,0,0
2881,18,Male,Agriculture,Farmer,4,No,No,Night,48,Medium,1,0
2882,55,Male,Mining,Machine Operator,7,Yes,Yes,Night,31,High,1,1
2883,57,Female,Healthcare,Paramedic,4,Yes,No,Day,51,High,0,1
2884,39,Female,Agriculture,Farmer,6,No,Yes,Day,42,Medium,0,0
2885,30,Male,Mining,Machine Operator,10,Yes,No,Day,50,Low,0,0
2886,31,Male,Construction,Plumber,4,Yes,Yes,Night,62,Medium,0,0
2887,26,Male,Healthcare,Paramedic,6,No,Yes,Day,66,Medium,0,1
2888,23,Female,Healthcare,Lab Technician,3,No,Yes,Day,63,High,0,0
2889,23,Male,Healthcare,Paramedic,5,No,No,Day,61,High,0,0
2890,29,Female,Agriculture,Harvester,1,No,No,Day,39,Medium,0,1
2891,40,Male,Agriculture,Farmer,4,Yes,No,Day,50,Low,1,0
2892,47,Female,Healthcare,Lab Technician,5,No,No,Night,63,Medium,0,0
2893,58,Female,Healthcare,Lab Technician,3,Yes,Yes,Night,45,Medium,1,0
2894,45,Female,Mining,Blaster,9,No,No,Night,51,Low,0,1
2895,50,Male,Agriculture,Harvester,3,Yes,Yes,Night,42,Low,0,0
2896,56,Male,Construction,Electrician,3,No,No,Day,51,Low,1,0
2897,46,Female,Construction,Electrician,7,Yes,Yes,Night,57,High,0,0
2898,37,Female,Manufacturing,Technician,5,No,No,Day,50,Medium,0,1
2899,57,Female,Mining,Driller,3,No,No,Night,45,Low,0,1
2900,48,Male,Mining,Driller,3,Yes,Yes,Night,52,Medium,0,0
2901,57,Female,Agriculture,Farmer,4,No,Yes,Day,41,Medium,0,0
2902,44,Male,Mining,Blaster,4,Yes,No,Day,41,Medium,0,0
2903,46,Male,Healthcare,Paramedic,10,Yes,Yes,Day,42,Medium,1,0
2904,58,Male,Construction,Builder,7,No,Yes,Night,69,Medium,0,1
2905,55,Female,Mining,Blaster,3,Yes,Yes,Day,42,Medium,0,0
2906,30,Female,Agriculture,Harvester,6,Yes,No,Day,68,Medium,1,1
2907,34,Male,Manufacturing,Technician,9,No,No,Night,63,Medium,0,0
2908,25,Male,Mining,Blaster,5,No,Yes,Day,50,Medium,1,0
2909,48,Female,Mining,Driller,5,Yes,Yes,Day,38,Medium,0,0
2910,57,Female,Construction,Plumber,4,No,Yes,Night,66,Low,0,1
2911,32,Female,Mining,Driller,3,Yes,Yes,Night,35,Low,0,0
2912,50,Female,Agriculture,Harvester,8,No,Yes,Night,45,Medium,1,1
2913,59,Female,Construction,Plumber,3,No,No,Night,45,Medium,0,0
2914,53,Male,Mining,Blaster,6,Yes,No,Day,30,High,1,1
2915,18,Male,Construction,Builder,6,Yes,Yes,Night,43,Medium,0,0
2916,53,Male,Manufacturing,Assembler,0,No,Yes,Day,56,Medium,0,0
2917,36,Female,Construction,Builder,8,No,No,Day,34,Medium,0,1
2918,24,Female,Manufacturing,Welder,3,No,Yes,Day,36,Medium,0,0
2919,29,Male,Healthcare,Nurse,5,No,Yes,Day,67,Medium,0,0
2920,37,Female,Construction,Electrician,4,Yes,Yes,Night,40,High,0,1
2921,28,Female,Agriculture,Irrigation Technician,11,No,Yes,Night,53,Medium,0,0
2922,49,Male,Healthcare,Nurse,6,Yes,No,Day,40,Low,0,0
2923,46,Female,Manufacturing,Quality Inspector,4,Yes,Yes,Day,45,Low,0,0
2924,42,Male,Agriculture,Irrigation Technician,2,No,Yes,Day,52,Low,3,1
2925,19,Male,Agriculture,Farmer,3,No,Yes,Night,34,Low,0,0
2926,35,Female,Mining,Surveyor,2,Yes,No,Night,67,Medium,0,0
2927,33,Female,Manufacturing,Welder,4,No,No,Day,37,High,2,0
2928,57,Male,Manufacturing,Welder,8,No,No,Day,38,High,0,1
2929,32,Male,Manufacturing,Quality Inspector,4,Yes,Yes,Night,45,Low,0,0
2930,30,Male,Manufacturing,Quality Inspector,4,No,No,Day,46,Low,1,0
2931,54,Male,Manufacturing,Quality Inspector,5,No,No,Day,43,Low,1,1
2932,56,Male,Manufacturing,Assembler,6,No,Yes,Night,66,Medium,1,0
2933,42,Female,Mining,Machine Operator,2,No,No,Night,46,High,0,0
2934,35,Male,Agriculture,Harvester,7,No,No,Night,32,Medium,2,1
2935,50,Female,Manufacturing,Technician,12,No,Yes,Day,38,Medium,0,0
2936,40,Male,Agriculture,Harvester,10,Yes,No,Day,59,High,0,0
2937,26,Female,Manufacturing,Quality Inspector,3,Yes,Yes,Day,52,Medium,0,1
2938,18,Female,Manufacturing,Welder,1,Yes,No,Night,57,High,0,1
2939,27,Male,Healthcare,Lab Technician,2,Yes,Yes,Day,51,Medium,1,0
2940,36,Female,Healthcare,Paramedic,5,Yes,No,Night,52,Medium,0,0
2941,56,Female,Agriculture,Farmer,4,No,No,Day,57,Medium,0,0
2942,29,Male,Mining,Machine Operator,6,Yes,Yes,Night,45,Low,0,0
2943,37,Female,Healthcare,Nurse,0,Yes,No,Night,51,Medium,0,0
2944,51,Male,Construction,Electrician,0,No,No,Day,31,High,0,1
2945,53,Male,Healthcare,Paramedic,3,No,Yes,Day,40,High,1,0
2946,20,Male,Agriculture,Farmer,10,No,No,Day,44,Medium,0,1
2947,22,Male,Manufacturing,Assembler,6,Yes,Yes,Day,45,Medium,1,0
2948,38,Female,Mining,Surveyor,6,Yes,Yes,Night,37,Low,0,0
2949,34,Male,Construction,Foreman,3,Yes,Yes,Day,57,Low,1,0
2950,46,Female,Agriculture,Farmer,0,Yes,Yes,Day,39,High,0,1
2951,24,Male,Mining,Blaster,8,No,No,Day,52,Low,0,0
2952,45,Male,Healthcare,Lab Technician,2,No,No,Day,68,Medium,0,0
2953,37,Male,Mining,Machine Operator,4,No,Yes,Night,41,Low,0,0
2954,42,Female,Manufacturing,Quality Inspector,4,No,Yes,Day,33,Low,0,0
2955,43,Male,Healthcare,Paramedic,4,No,Yes,Day,61,Low,0,1
2956,49,Female,Agriculture,Irrigation Technician,7,Yes,No,Day,38,Medium,0,1
2957,50,Male,Construction,Builder,1,No,Yes,Night,42,Low,0,0
2958,46,Female,Mining,Blaster,0,Yes,Yes,Day,51,Medium,0,1
2959,57,Female,Construction,Foreman,0,No,No,Day,49,Medium,1,0
2960,40,Male,Healthcare,Paramedic,6,Yes,No,Night,63,Medium,0,1
2961,34,Male,Mining,Blaster,9,No,Yes,Night,42,Medium,0,0
2962,54,Male,Healthcare,Lab Technician,2,Yes,Yes,Night,36,Medium,0,0
2963,38,Male,Manufacturing,Welder,2,Yes,No,Day,40,Low,0,0
2964,31,Male,Mining,Machine Operator,2,No,No,Night,43,High,0,1
2965,47,Female,Manufacturing,Quality Inspector,1,Yes,No,Night,33,Medium,0,1
2966,18,Female,Manufacturing,Assembler,9,Yes,Yes,Night,45,Medium,0,0
2967,34,Female,Agriculture,Farmer,11,Yes,Yes,Night,68,High,0,0
2968,21,Male,Agriculture,Harvester,5,Yes,No,Day,52,Low,0,0
2969,23,Female,Manufacturing,Assembler,6,Yes,No,Day,48,Medium,0,0
2970,29,Male,Mining,Driller,5,No,No,Day,44,Low,1,1
2971,23,Male,Mining,Surveyor,0,No,Yes,Day,50,Medium,0,0
2972,34,Male,Agriculture,Farmer,2,Yes,No,Day,58,Medium,0,1
2973,45,Female,Manufacturing,Quality Inspector,10,No,Yes,Day,66,Medium,0,1
2974,40,Male,Construction,Plumber,11,No,Yes,Day,51,Low,0,0
2975,28,Female,Mining,Blaster,8,No,No,Night,38,Medium,0,0
2976,24,Female,Agriculture,Harvester,5,Yes,No,Night,37,Low,1,0
2977,50,Male,Manufacturing,Technician,9,Yes,Yes,Night,56,High,0,1
2978,27,Male,Manufacturing,Assembler,3,Yes,No,Night,63,Medium,0,0
2979,33,Female,Manufacturing,Technician,2,Yes,No,Day,52,Medium,0,1
2980,36,Male,Construction,Foreman,5,Yes,No,Day,51,Low,0,1
2981,50,Female,Manufacturing,Quality Inspector,4,No,No,Night,62,Medium,0,0
2982,40,Male,Mining,Surveyor,4,No,Yes,Day,62,Medium,0,1
2983,46,Male,Mining,Machine Operator,5,No,No,Night,30,Medium,0,0
2984,49,Male,Healthcare,Lab Technician,2,No,Yes,Day,39,Low,0,0
2985,28,Male,Manufacturing,Technician,8,Yes,Yes,Night,37,Low,0,1
2986,58,Female,Mining,Surveyor,6,No,Yes,Night,48,Low,0,1
2987,34,Female,Construction,Electrician,3,No,No,Night,31,High,0,1
2988,23,Female,Healthcare,Nurse,5,Yes,No,Night,65,Medium,0,1
2989,52,Female,Agriculture,Farmer,10,No,Yes,Day,45,Medium,0,1
2990,18,Female,Mining,Driller,4,Yes,No,Night,30,Medium,0,0
2991,22,Male,Agriculture,Harvester,3,Yes,No,Night,61,Medium,0,0
2992,50,Male,Healthcare,Lab Technician,4,No,No,Day,62,Low,0,0
2993,49,Male,Manufacturing,Technician,1,No,Yes,Night,39,Medium,0,1
2994,41,Female,Construction,Electrician,9,Yes,No,Day,47,High,0,1
2995,42,Female,Manufacturing,Quality Inspector,0,No,Yes,Night,59,Low,0,1
2996,53,Female,Manufacturing,Quality Inspector,3,Yes,No,Night,35,Medium,0,0
2997,35,Female,Manufacturing,Technician,6,Yes,No,Day,55,Medium,0,0
2998,32,Female,Mining,Driller,1,Yes,Yes,Night,56,Low,0,0
2999,24,Male,Healthcare,Lab Technician,4,No,Yes,Day,68,Low,0,1
3000,40,Male,Agriculture,Farmer,3,No,Yes,Day,42,Medium,0,0
3001,45,Female,Healthcare,Paramedic,12,No,Yes,Night,40,Low,0,0
3002,20,Female,Agriculture,Farmer,1,Yes,No,Day,63,Low,0,0
3003,46,Male,Construction,Foreman,2,Yes,No,Day,39,High,0,0
3004,48,Male,Healthcare,Lab Technician,3,Yes,Yes,Day,63,Low,1,0
3005,49,Female,Agriculture,Irrigation Technician,3,Yes,Yes,Night,50,Low,0,0
3006,31,Female,Healthcare,Paramedic,5,Yes,Yes,Night,40,Medium,0,1
3007,34,Female,Mining,Machine Operator,1,Yes,Yes,Day,41,Medium,0,0
3008,48,Male,Agriculture,Harvester,7,No,Yes,Day,66,Low,0,0
3009,43,Male,Agriculture,Farmer,4,No,No,Day,43,Low,0,0
3010,46,Male,Manufacturing,Quality Inspector,10,Yes,No,Day,60,Medium,0,0
3011,33,Male,Healthcare,Paramedic,0,Yes,Yes,Day,48,Medium,0,1
3012,42,Male,Manufacturing,Technician,4,Yes,No,Night,67,Low,0,0
3013,21,Male,Construction,Electrician,2,Yes,No,Day,36,High,1,1
3014,22,Male,Healthcare,Nurse,8,Yes,Yes,Night,52,Low,0,1
3015,45,Female,Mining,Surveyor,5,Yes,Yes,Night,46,Medium,0,0
3016,35,Female,Healthcare,Paramedic,9,Yes,No,Day,68,Medium,0,1
3017,38,Male,Manufacturing,Technician,4,No,No,Night,51,Low,1,0
3018,41,Female,Mining,Machine Operator,3,Yes,No,Night,65,High,0,1
3019,21,Male,Healthcare,Nurse,4,Yes,Yes,Day,58,Medium,0,0
3020,26,Male,Agriculture,Irrigation Technician,4,Yes,Yes,Day,50,High,0,0
3021,29,Male,Manufacturing,Welder,5,No,No,Day,40,Medium,1,0
3022,33,Female,Agriculture,Farmer,7,Yes,Yes,Day,39,Low,0,0
3023,43,Female,Agriculture,Farmer,6,Yes,Yes,Day,38,High,2,1
3024,31,Male,Manufacturing,Technician,8,Yes,Yes,Night,51,Low,0,0
3025,52,Female,Mining,Driller,12,No,Yes,Day,49,Medium,0,1
3026,52,Male,Agriculture,Farmer,8,No,Yes,Night,42,High,0,1
3027,22,Male,Construction,Foreman,4,Yes,Yes,Night,35,Medium,0,0
3028,31,Male,Construction,Electrician,7,Yes,No,Night,68,Low,0,0
3029,43,Female,Construction,Builder,4,No,No,Night,45,High,0,1
3030,30,Male,Construction,Electrician,6,Yes,Yes,Day,62,High,0,0
3031,51,Male,Healthcare,Nurse,3,No,No,Night,38,Medium,0,1
3032,22,Male,Manufacturing,Welder,6,Yes,No,Day,49,Medium,0,0
3033,42,Male,Manufacturing,Assembler,2,No,No,Day,51,Medium,0,0
3034,55,Female,Agriculture,Harvester,3,Yes,Yes,Day,49,Medium,0,0
3035,51,Female,Agriculture,Irrigation Technician,4,Yes,No,Night,57,Medium,0,1
3036,26,Female,Agriculture,Irrigation Technician,0,No,No,Day,39,High,0,1
3037,46,Male,Agriculture,Irrigation Technician,4,No,Yes,Night,30,High,0,0
3038,26,Male,Agriculture,Farmer,7,Yes,No,Night,30,High,0,1
3039,18,Male,Manufacturing,Assembler,1,Yes,Yes,Day,65,Medium,1,0
3040,44,Female,Agriculture,Harvester,8,Yes,No,Day,54,Low,0,0
3041,58,Male,Agriculture,Farmer,9,No,Yes,Day,34,Medium,0,0
3042,35,Female,Healthcare,Paramedic,1,Yes,No,Night,31,Medium,0,0
3043,52,Female,Agriculture,Harvester,6,Yes,Yes,Day,54,Medium,0,0
3044,42,Female,Agriculture,Irrigation Technician,3,No,Yes,Day,57,Medium,0,0
3045,53,Female,Mining,Surveyor,4,No,Yes,Night,35,Medium,0,0
3046,29,Male,Healthcare,Lab Technician,6,Yes,Yes,Day,63,Medium,0,1
3047,40,Female,Construction,Foreman,5,Yes,No,Day,67,Low,0,1
3048,41,Female,Healthcare,Lab Technician,10,No,No,Day,58,High,0,0
3049,55,Male,Manufacturing,Technician,5,Yes,No,Night,30,Medium,0,0
3050,59,Female,Healthcare,Nurse,5,Yes,Yes,Night,53,Medium,0,0
3051,50,Male,Agriculture,Irrigation Technician,6,No,No,Day,44,High,1,1
3052,18,Male,Manufacturing,Technician,1,No,Yes,Day,37,Low,1,0
3053,22,Male,Manufacturing,Assembler,6,Yes,No,Night,59,Low,0,1
3054,50,Male,Manufacturing,Quality Inspector,1,No,Yes,Night,39,High,0,0
3055,53,Male,Mining,Blaster,5,Yes,Yes,Night,57,Low,1,0
3056,23,Male,Construction,Electrician,4,Yes,No,Night,56,Low,0,1
3057,54,Male,Healthcare,Nurse,6,No,No,Day,58,Low,0,0
3058,30,Female,Manufacturing,Assembler,11,No,Yes,Day,56,Low,0,0
3059,20,Male,Manufacturing,Assembler,7,Yes,Yes,Day,62,Medium,0,0
3060,56,Male,Mining,Driller,9,No,Yes,Day,62,Low,0,0
3061,28,Male,Manufacturing,Quality Inspector,1,Yes,Yes,Night,68,High,0,1
3062,32,Male,Mining,Machine Operator,1,Yes,No,Night,59,Medium,0,1
3063,20,Female,Manufacturing,Quality Inspector,4,No,Yes,Night,47,High,0,0
3064,47,Female,Mining,Machine Operator,1,Yes,No,Night,42,Low,0,0
3065,29,Male,Construction,Plumber,5,Yes,No,Day,43,Medium,0,0
3066,40,Female,Agriculture,Harvester,3,Yes,No,Night,42,Medium,0,0
3067,34,Male,Agriculture,Irrigation Technician,7,Yes,Yes,Night,45,Low,0,0
3068,31,Female,Construction,Plumber,0,Yes,No,Night,67,Low,0,0
3069,58,Male,Agriculture,Irrigation Technician,5,No,No,Night,32,High,0,1
3070,49,Male,Manufacturing,Assembler,4,No,Yes,Night,39,Medium,0,0
3071,50,Female,Healthcare,Lab Technician,4,No,No,Day,38,Medium,0,1
3072,21,Female,Agriculture,Harvester,0,Yes,Yes,Night,49,High,0,0
3073,40,Female,Mining,Machine Operator,7,No,Yes,Night,55,Low,1,0
3074,54,Male,Mining,Machine Operator,7,Yes,No,Day,39,Low,0,0
3075,27,Male,Agriculture,Harvester,2,No,No,Night,35,Medium,0,0
3076,58,Male,Mining,Machine Operator,5,Yes,No,Night,41,Medium,0,1
3077,19,Female,Manufacturing,Welder,6,No,No,Day,37,Low,0,0
3078,26,Male,Manufacturing,Technician,0,No,Yes,Night,60,Medium,0,1
3079,25,Female,Mining,Surveyor,3,Yes,Yes,Night,60,Medium,1,0
3080,47,Male,Manufacturing,Assembler,2,Yes,No,Day,39,Medium,0,0
3081,29,Female,Manufacturing,Technician,3,No,Yes,Day,38,Medium,1,0
3082,26,Female,Manufacturing,Welder,0,Yes,Yes,Day,41,Medium,0,1
3083,25,Female,Mining,Surveyor,7,Yes,No,Night,38,High,0,0
3084,35,Male,Healthcare,Lab Technician,3,No,Yes,Night,64,Medium,0,1
3085,32,Female,Construction,Plumber,9,Yes,No,Day,36,Medium,0,0
3086,54,Female,Healthcare,Nurse,13,No,No,Night,40,High,0,0
